"station","year","month","ppt","snowfall","snowmelt","rain","temp","date"
"03NE002","2006","6",0.0445156097412109,7.03334808349609e-05,0.00412699580192566,0.0444452762603759,10.471657392714,2006-06-15
"03NE002","2006","7",0.171968936920166,0,0,0.171968936920166,12.988323055801,2006-07-15
"03NE002","2006","8",0.102609634399414,0,0,0.102609634399414,11.524109510196,2006-08-15
"03NE002","2006","9",0.0518608093261719,0.000625193119049072,0.00048026442527771,0.0512356162071228,8.32166425916904,2006-09-15
"03NE002","2006","10",0.119570732116699,0.0623429119586945,0.00797131657600403,0.0572278201580045,2.522819486228,2006-10-15
"03NE002","2006","11",0.0772995948791504,0.0705961585044861,0.00459176301956177,0.00670343637466431,-4.78889081743,2006-11-15
"03NE002","2006","12",0.0175051689147949,0.0174785256385803,0,2.66432762145996e-05,-11.420730295489,2006-12-15
"03NE002","2007","1",0.0753040313720703,0.0753040313720703,0,0,-15.122204659575,2007-01-15
"03NE002","2007","2",0.129535675048828,0.129535675048828,0,0,-12.776473585765,2007-02-15
"03NE002","2007","3",0.0586333274841309,0.05767422914505,0.00123709440231323,0.000959098339080901,-12.917580257949,2007-03-15
"03NE002","2007","4",0.0389909744262695,0.0388043522834778,0.00579625368118287,0.000186622142791699,-4.576483747694,2007-04-15
"03NE002","2007","5",0.0712289810180664,0.0456933975219726,0.158115804195404,0.0255355834960938,0.161301036548025,2007-05-15
"03NE002","2007","6",0.0811882019042969,0.0024212896823883,0.176387369632721,0.0787669122219086,8.05470157199403,2007-06-15
"03NE002","2007","7",0.0597412586212158,0,0.000451505184173584,0.0597412586212158,12.842094880791,2007-07-15
"03NE002","2007","8",0.0750477313995361,0,0,0.0750477313995361,11.932298196772,2007-08-15
"03NE002","2007","9",0.210303783416748,0.0504529476165771,0.0269503444433212,0.159850835800171,5.182130347358,2007-09-15
"03NE002","2007","10",0.0881786346435547,0.0490206480026245,0.00256592035293579,0.0391579866409302,0.692474209365002,2007-10-15
"03NE002","2007","11",0.0673696994781494,0.0613515973091125,0.00629594922065735,0.0060181021690369,-6.85494641198096,2007-11-15
"03NE002","2007","12",0.0194418430328369,0.0194317102432251,0,1.01327896117991e-05,-16.598192986109,2007-12-15
"03NE002","2008","1",0.0401439666748047,0.0399438142776489,0,0.000200152397155803,-20.067718210528,2008-01-15
"03NE002","2008","2",0.0256032943725586,0.0256032943725586,0,0,-19.743664498165,2008-02-15
"03NE002","2008","3",0.0274415016174316,0.0271996855735779,9.77516174316406e-06,0.000241816043853697,-15.140058427216,2008-03-15
"03NE002","2008","4",0.060307502746582,0.0578306317329407,0.114445209503174,0.00247687101364129,-1.613716485765,2008-04-15
"03NE002","2008","5",0.0809211730957031,0.0283476114273071,0.0702746510505676,0.052573561668396,3.18624177338,2008-05-15
"03NE002","2008","6",0.0757074356079102,0.00481480360031128,0.00340098142623901,0.0708926320075989,8.643618350559,2008-06-15
"03NE002","2008","7",0.147581338882446,0,0,0.147581338882446,12.789436143444,2008-07-15
"03NE002","2008","8",0.0590579509735107,0,0,0.0590579509735107,12.069582670478,2008-08-15
"03NE002","2008","9",0.0643935203552246,0.00799703598022461,0.00218701362609863,0.056396484375,7.525282965766,2008-09-15
"03NE002","2008","10",0.0925211906433105,0.0216693878173828,0.00357487797737122,0.0708518028259277,2.00635689356,2008-10-15
"03NE002","2008","11",0.139898777008057,0.108806371688843,0.0296366810798645,0.031092405319214,-4.945514848497,2008-11-15
"03NE002","2008","12",0.0545458793640137,0.0545458793640137,0,0,-17.546364417127,2008-12-15
"03NE002","2009","1",0.103322267532349,0.0977569222450256,0.00304055213928223,0.0055653452873234,-17.096669547789,2009-01-15
"03NE002","2009","2",0.0365004539489746,0.0365004539489746,0,0,-14.619102223714,2009-02-15
"03NE002","2009","3",0.0375933647155762,0.0374435782432556,0,0.000149786472320598,-13.830958532518,2009-03-15
"03NE002","2009","4",0.0836772918701172,0.0805611610412598,0.0200849771499634,0.00311613082885741,-5.58757659064401,2009-04-15
"03NE002","2009","5",0.0424747467041016,0.0155993700027466,0.13695216178894,0.026875376701355,0.168427957514041,2009-05-15
"03NE002","2009","6",0.0973820686340332,0.0415470898151398,0.199801474809647,0.0558349788188934,6.97125939263202,2009-06-15
"03NE002","2009","7",0.0695362091064453,1.65700912475586e-05,1.31130218505859e-06,0.0695196390151977,10.229960583102,2009-07-15
"03NE002","2009","8",0.0985989570617676,0,0,0.0985989570617676,10.390765495711,2009-08-15
"03NE002","2009","9",0.0382022857666016,0.00989365577697754,0.00116470456123352,0.0283086299896241,7.236509619819,2009-09-15
"03NE002","2009","10",0.0625009536743164,0.0455151796340942,0.0128650963306427,0.0169857740402222,-0.186249796548964,2009-10-15
"03NE002","2009","11",0.0668764114379883,0.0659881234169006,0.00272089242935181,0.000888288021087702,-3.44392153421995,2009-11-15
"03NE002","2009","12",0.148241519927979,0.140702426433563,0.00742992758750915,0.00753909349441598,-8.296931084253,2009-12-15
"03NE002","2010","1",0.121159076690674,0.118139445781708,0.00154489278793335,0.003019630908966,-11.972312529369,2010-01-15
"03NE002","2010","2",0.177939891815186,0.161675006151199,0.0205482542514801,0.016264885663987,-6.466888604845,2010-02-15
"03NE002","2010","3",0.0433182716369629,0.0433001518249512,0,1.81198120116979e-05,-8.79655658762897,2010-03-15
"03NE002","2010","4",0.222445487976074,0.192190647125244,0.101045489311218,0.03025484085083,-0.257642110188954,2010-04-15
"03NE002","2010","5",0.077239990234375,0.052155613899231,0.272942125797272,0.025084376335144,1.79119730303404,2010-05-15
"03NE002","2010","6",0.147438049316406,0.0132550597190857,0.13897979259491,0.13418298959732,6.23031277126699,2010-06-15
"03NE002","2010","7",0.106219291687012,0,0,0.106219291687012,12.433862796906,2010-07-15
"03NE002","2010","8",0.0588607788085938,0,0,0.0588607788085938,15.473238020046,2010-08-15
"03NE002","2010","9",0.0393242835998535,0,0,0.0393242835998535,7.877190738254,2010-09-15
"03NE002","2010","10",0.0967864990234375,0.0322868824005127,0.00971078872680664,0.0644996166229248,2.92749651837102,2010-10-15
"03NE002","2010","11",0.0716705322265625,0.052502453327179,0.0166527628898621,0.0191680788993835,-1.88076900905997,2010-11-15
"03NE002","2010","12",0.0820708274841309,0.051309585571289,0.0335222184658051,0.0307612419128419,-4.73905418970196,2010-12-15
"03NE002","2011","1",0.103633642196655,0.0897608399391174,0.0194154381752014,0.0138728022575376,-11.504653860933,2011-01-15
"03NE002","2011","2",0.00678491592407227,0.00678491592407227,0,0,-19.414705794198,2011-02-15
"03NE002","2011","3",0.0686860084533692,0.068325400352478,0,0.000360608100891197,-12.489287173363,2011-03-15
"03NE002","2011","4",0.0513553619384765,0.0504636168479919,0.00180304050445557,0.000891745090484598,-6.336936929491,2011-04-15
"03NE002","2011","5",0.0757894515991211,0.0697455406188965,0.158756375312805,0.0060439109802246,0.900322748000008,2011-05-15
"03NE002","2011","6",0.0905489921569824,0.0128381252288818,0.0998675525188446,0.0777108669281006,5.93459489610501,2011-06-15
"03NE002","2011","7",0.0763061046600342,0,0,0.0763061046600342,12.489659348355,2011-07-15
"03NE002","2011","8",0.110247611999512,0,0,0.110247611999512,12.469742854949,2011-08-15
"03NE002","2011","9",0.114292144775391,0.0481483340263366,0.0150955021381378,0.0661438107490544,8.11685714721705,2011-09-15
"03NE002","2011","10",0.0610551834106445,0.0274806618690491,0.00751513242721558,0.0335745215415954,1.19938426684303,2011-10-15
"03NE002","2011","11",0.0733723640441894,0.0538309812545777,0.0207567512989044,0.0195413827896117,-5.88903802235899,2011-11-15
"03NE002","2011","12",0.0428090095520019,0.0428090095520019,0,0,-14.341042356594,2011-12-15
"03NE002","2012","1",0.0331869125366211,0.0331869125366211,0,0,-19.149240095897,2012-01-15
"03NE002","2012","2",0.0243093967437744,0.0243093967437744,0,0,-18.045890992263,2012-02-15
"03NE002","2012","3",0.0624580383300781,0.0624580383300781,0.000204980373382568,0,-13.325997211087,2012-03-15
"03NE002","2012","4",0.113752841949463,0.0899845361709595,0.0449740886688233,0.0237683057785035,-3.57410918341697,2012-04-15
"03NE002","2012","5",0.0562224388122559,0.029205858707428,0.254886597394943,0.0270165801048279,2.68174847018304,2012-05-15
"03NE002","2012","6",0.0273232460021973,3.39746475219726e-06,0.000254929065704346,0.0273198485374451,11.889619615343,2012-06-15
"03NE002","2012","7",0.11182165145874,0,0,0.11182165145874,13.256340814406,2012-07-15
"03NE002","2012","8",0.0997385978698731,0,0,0.0997385978698731,13.661248615224,2012-08-15
"03NE002","2012","9",0.0493221282958984,0,0,0.0493221282958984,9.46120283338803,2012-09-15
"03NE002","2012","10",0.171665191650391,0.0842182636260986,0.0321821868419647,0.0874469280242924,1.90597391436205,2012-10-15
"03NE002","2012","11",0.0601699352264404,0.0502130687236786,0.00993804633617401,0.0099568665027618,-4.392631530762,2012-11-15
"03NE002","2012","12",0.069819450378418,0.069605827331543,0,0.000213623046875,-11.386558852657,2012-12-15
"03NE002","2013","1",0.0690226554870606,0.0690226554870606,0,0,-17.781092420188,2013-01-15
"03NE002","2013","2",0.0558996200561523,0.0558996200561523,0,0,-15.024552999224,2013-02-15
"03NE002","2013","3",0.114542007446289,0.106530159711838,0.00258702039718628,0.00801184773445099,-6.02315432230597,2013-03-15
"03NE002","2013","4",0.0681347846984863,0.0622581243515015,0.0615377426147461,0.0058766603469848,-2.92574971516899,2013-04-15
"03NE002","2013","5",0.121076107025146,0.0997342467308044,0.181243002414703,0.0213418602943416,0.655627269130036,2013-05-15
"03NE002","2013","6",0.0591573715209961,0.0218360424041748,0.20529180765152,0.0373213291168213,6.084318033854,2013-06-15
"03NE002","2013","7",0.132234573364258,0,0,0.132234573364258,12.063612053984,2013-07-15
"03NE002","2013","8",0.0757904052734375,0,0,0.0757904052734375,11.619079228883,2013-08-15
"03NE002","2013","9",0.0614242553710938,0.0076979398727417,0.00305280089378357,0.0537263154983521,6.28121498955602,2013-09-15
"03NE002","2013","10",0.0650153160095215,0.0125678479671478,0.000526756048202515,0.0524474680423737,2.01437768423403,2013-10-15
"03NE002","2013","11",0.125918388366699,0.122591078281403,0.0158488750457764,0.00332731008529599,-5.679124895732,2013-11-15
"03NE002","2013","12",0.0139775276184082,0.0139775276184082,0,0,-18.578841190953,2013-12-15
"03NE002","2014","1",0.110454559326172,0.110454559326172,0,0,-17.182801781931,2014-01-15
"03NE002","2014","2",0.0151591300964355,0.0151591300964355,0,0,-18.940066582816,2014-02-15
"03NE002","2014","3",0.0533075332641602,0.0533075332641602,0,0,-15.888589666223,2014-03-15
"03NE002","2014","4",0.0757460594177246,0.0753282308578491,0,0.000417828559875502,-6.09139455159499,2014-04-15
"03NE002","2014","5",0.0199680328369141,0.0106155872344971,0.299234211444855,0.009352445602417,1.666822585239,2014-05-15
"03NE002","2014","6",0.0676965713500976,0.00120079517364502,0.0395988821983338,0.0664957761764526,9.25559599134704,2014-06-15
"03NE002","2014","7",0.139607429504395,0,0,0.139607429504395,11.230363628428,2014-07-15
"03NE002","2014","8",0.0553746223449707,0,0,0.0553746223449707,13.555197159962,2014-08-15
"03NE002","2014","9",0.104247093200684,0.0420907735824585,0.0108126401901245,0.0621563196182255,5.89311709933804,2014-09-15
"03NE002","2014","10",0.0944995880126953,0.0682460069656372,0.0114928781986237,0.0262535810470581,2.60613468949504,2014-10-15
"03NE002","2014","11",0.073211669921875,0.0731300115585327,0.000223696231842041,8.1658363342299e-05,-7.65299992031498,2014-11-15
"03NE002","2014","12",0.0330719947814941,0.0330625176429749,0,9.4771385191969e-06,-14.343629316104,2014-12-15
"03NE002","2015","1",0.0469684600830078,0.0469684600830078,0,0,-22.569330617433,2015-01-15
"03NE002","2015","2",0.0322208404541016,0.0322208404541016,0,0,-23.312053426107,2015-02-15
"03NE002","2015","3",0.0228681564331055,0.0228681564331055,0,0,-15.787154712472,2015-03-15
"03NE002","2015","4",0.0378050804138184,0.0343363285064697,0.0431121587753296,0.0034687519073487,-5.369555430942,2015-04-15
"03NE002","2015","5",0.0549912452697754,0.0419546365737915,0.199450373649597,0.0130366086959839,1.32349400674104,2015-05-15
"03NE002","2015","6",0.0457262992858887,0.000917911529541016,0.0298870205879212,0.0448083877563477,8.902066548665,2015-06-15
"03NE002","2015","7",0.096109390258789,0,0,0.096109390258789,9.69352800923002,2015-07-15
"03NE002","2015","8",0.0612568855285645,0,0,0.0612568855285645,11.25833815708,2015-08-15
"03NE002","2015","9",0.077873706817627,0.00126010179519653,0.00112727284431458,0.0766136050224305,6.69797549777604,2015-09-15
"03NE002","2015","10",0.0741715431213379,0.0475813150405884,0.00186994671821594,0.0265902280807495,-0.0810211263680003,2015-10-15
"03NE002","2015","11",0.0629720687866211,0.0387248396873474,0.0215046405792236,0.0242472290992737,-6.79957256317095,2015-11-15
"03NE002","2015","12",0.0399818420410156,0.0385439991950989,0,0.0014378428459167,-13.903704522246,2015-12-15
"03NE002","2016","1",0.076286792755127,0.076286792755127,0,0,-15.018732124247,2016-01-15
"03NE002","2016","2",0.0479106903076172,0.0479106903076172,0,0,-17.640111559287,2016-02-15
"03NE002","2016","3",0.0569534301757813,0.0569534301757813,0,0,-14.111241219633,2016-03-15
"03NE002","2016","4",0.133510112762451,0.118303775787354,0.00262445211410522,0.015206336975097,-6.68875664604997,2016-04-15
"03NE002","2016","5",0.0514101982116699,0.0344048738479614,0.338787257671356,0.0170053243637085,2.65158163911605,2016-05-15
"03NE002","2016","6",0.0321354866027832,0.00182834267616272,0.0171754956245422,0.0303071439266205,7.16709747314502,2016-06-15
"03NE002","2016","7",0.0589208602905273,0,0,0.0589208602905273,11.055545733052,2016-07-15
"03NE002","2016","8",0.101831436157227,0,0,0.101831436157227,11.653959590133,2016-08-15
"03NE002","2016","9",0.062647819519043,0.00147223472595215,0.000402003526687622,0.0611755847930908,7.12468558417402,2016-09-15
"03NE002","2016","10",0.0909881591796875,0.0705908238887787,0.00598669052124023,0.0203973352909088,-0.20856003299798,2016-10-15
"03NE002","2016","11",0.0606136322021484,0.0488269329071045,0.0062326192855835,0.0117866992950439,-5.94762806362598,2016-11-15
"03NE002","2016","12",0.0125904083251953,0.0125904083251953,0,0,-17.82577140562,2016-12-15
"03NE002","2017","1",0.0855035781860352,0.0855035781860352,0,0,-15.622075308523,2017-01-15
"03NE002","2017","2",0.0573196411132813,0.0508211255073547,0,0.0064985156059266,-17.606275780996,2017-02-15
"03NE002","2017","3",0.0418620109558105,0.0418620109558105,0,0,-13.0586345549549,2017-03-15
"03NE002","2017","4",0.0434255599975586,0.03646320104599,0.00848007202148437,0.0069623589515686,-5.66506994035495,2017-04-15
"03NE002","2017","5",0.0816283226013183,0.060222327709198,0.288039922714233,0.0214059948921203,1.06838079473005,2017-05-15
"03NE002","2017","6",0.0882501602172852,0.00520980358123779,0.0975459218025207,0.0830403566360474,5.97836074829104,2017-06-15
"03NE002","2017","7",0.0990519523620605,0,0,0.0990519523620605,12.031966391943,2017-07-15
"03NE002","2017","8",0.138903617858887,0.000545263290405273,0.000545918941497803,0.138358354568482,11.616579658754,2017-08-15
"03NE002","2017","9",0.0489907264709473,0.00168603658676147,0.000371932983398437,0.0473046898841858,7.81285959879602,2017-09-15
"03NE002","2017","10",0.0924849510192871,0.0167437791824341,0.0116607248783112,0.075741171836853,3.185632324219,2017-10-15
"03NE002","2017","11",0.133462429046631,0.129267632961273,0.00693434476852417,0.004194796085358,-5.18108516269297,2017-11-15
"03NE002","2017","12",0.112614870071411,0.112614870071411,0,0,-11.029803360149,2017-12-15
"03NE002","2018","1",0.0674066543579102,0.0674066543579102,0,0,-18.685076469503,2018-01-15
"03NE002","2018","2",0.0165882110595703,0.0165882110595703,0,0,-21.18472957157,2018-02-15
"03NE002","2018","3",0.0611648559570312,0.0610067248344421,1.63912773132324e-05,0.000158131122589104,-4.96568691294698,2018-03-15
"03NE002","2018","4",0.0741515159606934,0.0556567907333374,0.0471531748771668,0.018494725227356,-6.47121654086595,2018-04-15
"03NE002","2018","5",0.0641608238220215,0.0522487461566925,0.105544209480286,0.011912077665329,-1.526244329637,2018-05-15
"03NE002","2018","6",0.0474314689636231,0.0234881639480591,0.295815110206604,0.023943305015564,3.88110360039605,2018-06-15
"03NE002","2018","7",0.108297824859619,0,0.00295946002006531,0.108297824859619,12.254742333197,2018-07-15
"03NE002","2018","8",0.0534710884094238,0,0,0.0534710884094238,12.337024286742,2018-08-15
"03NE002","2018","9",0.107690334320068,0.0288184881210327,0.0124843716621399,0.0788718461990353,6.695736355252,2018-09-15
"03NE002","2018","10",0.0956406593322754,0.0805462300777435,0.000914484262466431,0.0150944292545319,-1.13477328720899,2018-10-15
"03NE002","2018","11",0.0790538787841797,0.0774142146110535,0,0.00163966417312621,-6.82407697041799,2018-11-15
"03NE002","2018","12",0.0534343719482422,0.0488983988761902,0,0.004535973072052,-12.226340480517,2018-12-15
"03NE002","2019","1",0.0620651245117187,0.0620651245117187,0,0,-19.779716750114,2019-01-15
"03NE002","2019","2",0.0648927688598633,0.0648927688598633,0,0,-17.595011502221,2019-02-15
"03NE002","2019","3",0.0631494522094727,0.0631417632102966,0,7.68899917609478e-06,-12.43083368527,2019-03-15
"03NE002","2019","4",0.0700325965881348,0.0644709467887878,0.0363843441009521,0.00556164979934699,-4.08146266937297,2019-04-15
"03NE002","2019","5",0.0462455749511719,0.0253466367721558,0.317311763763428,0.0208989381790161,2.009603775188,2019-05-15
"03NE002","2019","6",0.0708746910095215,0.0161756873130798,0.0327108800411224,0.0546990036964417,5.62668440077005,2019-06-15
