"site","date","year","jday","timing","resid.sig","peak"
"COOPER",2018-10-16,2018,289,123,2.66233625026417,166
"COOPER",2019-03-22,2019,81,-85,0.982954690862637,166
"COOPER",2020-10-03,2020,277,111,1.98466304620847,166
"COOPER",2021-10-31,2021,304,138,1.85531637224719,166
"COOPER",2022-06-05,2022,156,-10,0.634744113453652,166
"FISH_SE",2000-08-22,2000,235,92,0.977945734277248,143
"FISH_SE",2001-09-23,2001,266,123,0.790326443737724,143
"FISH_SE",2002-08-28,2002,240,97,0.829894995960135,143
"FISH_SE",2003-10-26,2003,299,156,0.813784439035684,143
"FISH_SE",2004-09-24,2004,268,125,0.574652749245644,143
"FISH_SE",2005-03-11,2005,70,-73,0.673021601056719,143
"FISH_SE",2006-10-24,2006,297,154,0.530144161687102,143
"FISH_SE",2007-03-06,2007,65,-78,0.707455776865463,143
"FISH_SE",2008-10-22,2008,296,153,0.622467498056917,143
"FISH_SE",2009-09-22,2009,265,122,0.630176753164541,143
"FISH_SE",2010-09-03,2010,246,103,0.894809114495145,143
"FISH_SE",2011-08-21,2011,233,90,0.976469808590418,143
"FISH_SE",2012-09-13,2012,257,114,0.723467999260104,143
"FISH_SE",2013-05-14,2013,134,-9,0.517197262993098,143
"FISH_SE",2014-09-29,2014,272,129,0.730857900736863,143
"FISH_SE",2015-03-14,2015,73,-70,0.739186158738208,143
"FISH_SE",2016-04-18,2016,109,-34,0.575590617982726,143
"FISH_SE",2017-08-23,2017,235,92,0.868491192272925,143
"FISH_SE",2018-04-24,2018,114,-29,0.256474019016797,143
"FISH_SE",2019-08-24,2019,236,93,0.713217067746902,143
"FISH_SE",2020-08-16,2020,229,86,0.942423910020727,143
"FISH_SE",2021-09-24,2021,267,124,0.679189638686338,143
"FISH_SE",2022-09-05,2022,248,105,0.625397371195539,143
"GOODPASTER",2000-08-14,2000,227,69,0.940879708156301,158
"GOODPASTER",2001-07-30,2001,211,53,0.755674416912411,158
"GOODPASTER",2002-07-04,2002,185,27,0.819388584047635,158
"GOODPASTER",2003-04-29,2003,119,-39,1.06244510854272,158
"GOODPASTER",2004-05-07,2004,128,-30,1.03778474840991,158
"GOODPASTER",2005-04-30,2005,120,-38,1.0615392673045,158
"GOODPASTER",2006-06-23,2006,174,16,0.972310639520469,158
"GOODPASTER",2007-07-08,2007,189,31,0.79879111588423,158
"GOODPASTER",2008-07-29,2008,211,53,1.12459943178097,158
"GOODPASTER",2009-05-04,2009,124,-34,0.951068425636625,158
"GOODPASTER",2010-06-13,2010,164,6,0.51467842860983,158
"GOODPASTER",2011-06-24,2011,175,17,0.849720682543628,158
"GOODPASTER",2012-07-02,2012,184,26,0.914710188138582,158
"GOODPASTER",2013-06-05,2013,156,-2,0.884750417198902,158
"GOODPASTER",2014-06-19,2014,170,12,0.847538931410043,158
"GOODPASTER",2015-07-02,2015,183,25,0.823709964301146,158
"GOODPASTER",2016-05-16,2016,137,-21,0.767339840753326,158
"GOODPASTER",2017-05-15,2017,135,-23,0.664426163915749,158
"GOODPASTER",2018-05-11,2018,131,-27,0.578640456966633,158
"GOODPASTER",2019-08-17,2019,229,71,0.73914419461148,158
"GOODPASTER",2020-06-24,2020,176,18,0.968842292726964,158
"GOODPASTER",2021-04-28,2021,118,-40,0.424315385217102,158
"GOODPASTER",2022-05-22,2022,142,-16,0.502890290549995,158
"GREENS",2000-07-24,2000,206,48,1.03848755830886,158
"GREENS",2001-09-30,2001,273,115,0.771222566508793,158
"GREENS",2002-10-21,2002,294,136,1.2074998169847,158
"GREENS",2003-09-14,2003,257,99,1.17363183849595,158
"GREENS",2004-04-03,2004,94,-64,0.917688429904452,158
"GREENS",2005-03-10,2005,69,-89,1.38624770875062,158
"GREENS",2006-10-04,2006,277,119,1.2151078627903,158
"GREENS",2007-09-21,2007,264,106,1.11685801558729,158
"GREENS",2008-07-19,2008,201,43,1.41799172131025,158
"GREENS",2009-09-23,2009,266,108,0.993385817421365,158
"GREENS",2010-04-20,2010,110,-48,1.16377365513197,158
"GREENS",2011-08-20,2011,232,74,1.37852436771939,158
"GREENS",2012-08-28,2012,241,83,1.04502207769102,158
"GREENS",2013-05-13,2013,133,-25,1.08018842378061,158
"GREENS",2014-09-05,2014,248,90,0.895669152427013,158
"GREENS",2015-09-18,2015,261,103,1.69037497172288,158
"GREENS",2016-05-02,2016,123,-35,1.46952960343437,158
"GREENS",2017-10-27,2017,300,142,1.58871470315705,158
"GREENS",2018-10-15,2018,288,130,0.768134340715783,158
"GREENS",2019-03-18,2019,77,-81,1.35168183614232,158
"GREENS",2020-04-22,2020,113,-45,0.924403355495412,158
"GREENS",2021-10-01,2021,274,116,1.32856600263823,158
"GREENS",2022-10-01,2022,274,116,1.58403493468176,158
"GROUSE",2000-06-08,2000,160,17,1.67804861737981,143
"GROUSE",2001-08-29,2001,241,98,1.54991982133843,143
"GROUSE",2002-10-24,2002,297,154,4.49108706666928,143
"GROUSE",2003-10-07,2003,280,137,2.65834455242463,143
"GROUSE",2004-06-17,2004,169,26,2.26809832215131,143
"GROUSE",2005-04-22,2005,112,-31,2.98944072123405,143
"GROUSE",2006-10-09,2006,282,139,5.03273708616864,143
"GROUSE",2007-05-24,2007,144,1,0.872114969068732,143
"GROUSE",2008-10-10,2008,284,141,3.06319576060328,143
"GROUSE",2009-07-29,2009,210,67,2.58473149289277,143
"GROUSE",2010-10-02,2010,275,132,2.83553693236807,143
"GROUSE",2011-09-20,2011,263,120,3.39528246446702,143
"GROUSE",2012-09-19,2012,263,120,5.70968676826228,143
"GROUSE",2013-10-28,2013,301,158,3.35644964831385,143
"GROUSE",2014-09-19,2014,262,119,2.09581454697375,143
"GROUSE",2015-04-19,2015,109,-34,2.75129766401963,143
"GROUSE",2016-09-22,2016,266,123,2.72875488185073,143
"GROUSE",2017-09-24,2017,267,124,2.15204287903835,143
"GROUSE",2018-10-16,2018,289,146,3.73598256707437,143
"GROUSE",2019-10-28,2019,301,158,2.8018965341246,143
"GROUSE",2020-10-03,2020,277,134,3.57400971673768,143
"GROUSE",2021-10-31,2021,304,161,4.52002729685171,143
"GROUSE",2022-10-09,2022,282,139,2.65904469115575,143
"ILIAMNA",2000-08-02,2000,215,46,0.708909479541101,169
"ILIAMNA",2001-07-19,2001,200,31,0.580618160567231,169
"ILIAMNA",2002-10-22,2002,295,126,0.833881425959728,169
"ILIAMNA",2003-10-01,2003,274,105,1.24281463582212,169
"ILIAMNA",2004-07-27,2004,209,40,0.558897607791307,169
"ILIAMNA",2005-05-06,2005,126,-43,0.566540990117492,169
"ILIAMNA",2006-10-09,2006,282,113,0.916613443854702,169
"ILIAMNA",2007-09-12,2007,255,86,0.527385834996799,169
"ILIAMNA",2008-09-13,2008,257,88,0.718538028342434,169
"ILIAMNA",2009-10-10,2009,283,114,0.877083987882383,169
"ILIAMNA",2010-08-15,2010,227,58,0.560040262327365,169
"ILIAMNA",2011-09-08,2011,251,82,0.601313253935654,169
"ILIAMNA",2012-09-22,2012,266,97,0.842867869353384,169
"ILIAMNA",2013-10-13,2013,286,117,0.903668201095871,169
"ILIAMNA",2014-09-15,2014,258,89,0.848823704329444,169
"ILIAMNA",2015-04-07,2015,97,-72,0.489149556658892,169
"ILIAMNA",2016-09-21,2016,265,96,0.91208736926253,169
"ILIAMNA",2017-09-14,2017,257,88,0.660653935018481,169
"ILIAMNA",2018-10-22,2018,295,126,0.623737964615335,169
"ILIAMNA",2019-03-22,2019,81,-88,0.905423510266079,169
"ILIAMNA",2020-10-03,2020,277,108,0.816452866931876,169
"ILIAMNA",2021-10-31,2021,304,135,0.732781252245696,169
"ILIAMNA",2022-08-23,2022,235,66,0.548131417439764,169
"KENAI_1",2000-07-18,2000,200,14,0.0541295508266919,186
"KENAI_1",2001-09-23,2001,266,80,0.2932684386802,186
"KENAI_1",2002-10-26,2002,299,113,0.417191689681141,186
"KENAI_1",2003-10-08,2003,281,95,0.314554153120232,186
"KENAI_1",2004-05-10,2004,131,-55,0.224706483015291,186
"KENAI_1",2005-10-31,2005,304,118,0.328866276553925,186
"KENAI_1",2006-10-12,2006,285,99,0.265047398602848,186
"KENAI_1",2007-04-29,2007,119,-67,0.0932552944758762,186
"KENAI_1",2008-09-19,2008,263,77,0.0981481672667386,186
"KENAI_1",2009-10-13,2009,286,100,0.329559962299402,186
"KENAI_1",2010-10-05,2010,278,92,0.167350557728463,186
"KENAI_1",2011-09-09,2011,252,66,0.221247533061973,186
"KENAI_1",2012-09-24,2012,268,82,0.360001528794584,186
"KENAI_1",2013-10-15,2013,288,102,0.329618183135251,186
"KENAI_1",2014-09-20,2014,263,77,0.1622391035442,186
"KENAI_1",2015-09-04,2015,247,61,0.191330752842555,186
"KENAI_1",2016-04-12,2016,103,-83,0.274546640233418,186
"KENAI_1",2017-09-24,2017,267,81,0.31683121294529,186
"KENAI_1",2018-10-26,2018,299,113,0.320644941848979,186
"KENAI_1",2019-04-04,2019,94,-92,0.25194246795123,186
"KENAI_1",2020-10-04,2020,278,92,0.304256679811934,186
"KENAI_1",2021-05-20,2021,140,-46,0.0967425945485554,186
"KENAI_1",2022-09-06,2022,249,63,0.219680718663057,186
"KUPARUK",2000-06-13,2000,165,-10,2.11917547136124,175
"KUPARUK",2001-06-10,2001,161,-14,2.03734825613561,175
"KUPARUK",2002-05-24,2002,144,-31,2.97400866599253,175
"KUPARUK",2003-06-07,2003,158,-17,1.99928980895553,175
"KUPARUK",2004-05-30,2004,151,-24,1.98386079535517,175
"KUPARUK",2005-06-08,2005,159,-16,1.75304591299141,175
"KUPARUK",2006-05-29,2006,149,-26,2.23219799782536,175
"KUPARUK",2007-06-06,2007,157,-18,2.17559054726817,175
"KUPARUK",2008-05-31,2008,152,-23,2.05515651124116,175
"KUPARUK",2009-05-26,2009,146,-29,2.53224537965343,175
"KUPARUK",2010-06-01,2010,152,-23,2.0866063996048,175
"KUPARUK",2011-05-30,2011,150,-25,2.38549535875856,175
"KUPARUK",2012-06-02,2012,154,-21,1.8850914182466,175
"KUPARUK",2013-06-04,2013,155,-20,2.46915575157563,175
"KUPARUK",2014-06-01,2014,152,-23,2.39180147822728,175
"KUPARUK",2015-05-21,2015,141,-34,3.37558169904634,175
"KUPARUK",2016-05-24,2016,145,-30,2.5633735776799,175
"KUPARUK",2017-06-01,2017,152,-23,1.86576996236822,175
"KUPARUK",2018-06-06,2018,157,-18,2.03081867948271,175
"KUPARUK",2019-05-26,2019,146,-29,2.64857081098704,175
"KUPARUK",2020-05-31,2020,152,-23,2.35553990627572,175
"KUPARUK",2021-06-07,2021,158,-17,2.03452930534631,175
"KUPARUK",2022-06-02,2022,153,-22,2.16084646634577,175
"KUSKOKWIM_1",2000-05-02,2000,123,-31,0.163126672301341,154
"KUSKOKWIM_1",2001-08-22,2001,234,80,0.112495107003463,154
"KUSKOKWIM_1",2002-05-16,2002,136,-18,0.163110804337703,154
"KUSKOKWIM_1",2003-08-01,2003,213,59,0.132267875170153,154
"KUSKOKWIM_1",2004-04-29,2004,120,-34,0.188779410668373,154
"KUSKOKWIM_1",2005-05-06,2005,126,-28,0.233820030994581,154
"KUSKOKWIM_1",2006-08-22,2006,234,80,0.131157377239307,154
"KUSKOKWIM_1",2007-04-30,2007,120,-34,0.146947938325541,154
"KUSKOKWIM_1",2008-05-13,2008,134,-20,0.162092910491836,154
"KUSKOKWIM_1",2009-05-02,2009,122,-32,0.255687694141276,154
"KUSKOKWIM_1",2010-05-10,2010,130,-24,0.138460094391791,154
"KUSKOKWIM_1",2011-05-09,2011,129,-25,0.219253537147085,154
"KUSKOKWIM_1",2012-04-28,2012,119,-35,0.251296430867768,154
"KUSKOKWIM_1",2013-10-24,2013,297,143,0.158694594698437,154
"KUSKOKWIM_1",2014-04-28,2014,118,-36,0.184875335357014,154
"KUSKOKWIM_1",2015-10-02,2015,275,121,0.125819359891322,154
"KUSKOKWIM_1",2016-04-19,2016,110,-44,0.217048642105321,154
"KUSKOKWIM_1",2017-05-03,2017,123,-31,0.142441954877669,154
"KUSKOKWIM_1",2018-04-30,2018,120,-34,0.142688569796593,154
"KUSKOKWIM_1",2019-05-05,2019,125,-29,0.127480229981138,154
"KUSKOKWIM_1",2020-05-10,2020,131,-23,0.175322443005127,154
"KUSKOKWIM_1",2021-05-22,2021,142,-12,0.073863965352994,154
"KUSKOKWIM_1",2022-05-08,2022,128,-26,0.171624156260554,154
"L_CHENA",2000-08-15,2000,228,-14,0.884254577990226,242
"L_CHENA",2001-06-09,2001,160,-82,0.644063041929581,242
"L_CHENA",2002-07-04,2002,185,-57,1.04645676787132,242
"L_CHENA",2003-07-29,2003,210,-32,1.42761769163969,242
"L_CHENA",2004-05-08,2004,129,-113,0.839673960627147,242
"L_CHENA",2005-04-28,2005,118,-124,1.32456228548794,242
"L_CHENA",2006-05-10,2006,130,-112,0.730297854779091,242
"L_CHENA",2007-06-08,2007,159,-83,0.595812723466735,242
"L_CHENA",2008-07-31,2008,213,-29,0.997269181968566,242
"L_CHENA",2009-05-02,2009,122,-120,1.26673403496773,242
"L_CHENA",2010-05-02,2010,122,-120,0.483917473130085,242
"L_CHENA",2011-07-05,2011,186,-56,1.06548205906115,242
"L_CHENA",2012-04-24,2012,115,-127,0.820989543365942,242
"L_CHENA",2013-05-25,2013,145,-97,0.771931507707092,242
"L_CHENA",2014-07-03,2014,184,-58,1.34699188802141,242
"L_CHENA",2015-08-28,2015,240,-2,0.832213400367581,242
"L_CHENA",2016-07-22,2016,204,-38,0.98399251687526,242
"L_CHENA",2017-05-03,2017,123,-119,0.622958328348097,242
"L_CHENA",2018-05-11,2018,131,-111,0.736476515687313,242
"L_CHENA",2019-08-17,2019,229,-13,0.609285427148706,242
"L_CHENA",2020-05-11,2020,132,-110,0.814362979751683,242
"L_CHENA",2021-04-27,2021,117,-125,0.766528110523863,242
"L_CHENA",2022-05-08,2022,128,-114,0.821258860542587,242
"L_SUSITNA",2000-09-22,2000,266,96,1.1023427363525,170
"L_SUSITNA",2001-06-17,2001,168,-2,0.381806711467648,170
"L_SUSITNA",2002-08-13,2002,225,55,0.890947784574376,170
"L_SUSITNA",2003-07-28,2003,209,39,0.641525310512414,170
"L_SUSITNA",2004-10-01,2004,275,105,0.892132624077583,170
"L_SUSITNA",2005-09-10,2005,253,83,1.16383607224858,170
"L_SUSITNA",2006-08-19,2006,231,61,1.68131273228632,170
"L_SUSITNA",2007-08-06,2007,218,48,0.845919887789706,170
"L_SUSITNA",2008-07-29,2008,211,41,0.633927779538971,170
"L_SUSITNA",2009-05-03,2009,123,-47,1.31096636726313,170
"L_SUSITNA",2010-07-27,2010,208,38,0.53632518767078,170
"L_SUSITNA",2011-08-09,2011,221,51,0.753892797799094,170
"L_SUSITNA",2012-09-21,2012,265,95,1.59289421510199,170
"L_SUSITNA",2013-08-21,2013,233,63,0.962516997985035,170
"L_SUSITNA",2014-05-18,2014,138,-32,0.82278010542753,170
"L_SUSITNA",2015-09-29,2015,272,102,1.38279231556372,170
"L_SUSITNA",2016-09-13,2016,257,87,0.99933423382608,170
"L_SUSITNA",2017-10-30,2017,303,133,0.236575800985399,170
"L_SUSITNA",2018-08-07,2018,219,49,1.32347614807171,170
"L_SUSITNA",2019-09-19,2019,262,92,0.435760400112024,170
"L_SUSITNA",2020-09-01,2020,245,75,0.761895509423438,170
"L_SUSITNA",2021-08-27,2021,239,69,0.93267644670783,170
"L_SUSITNA",2022-08-09,2022,221,51,1.51558064933574,170
"LEMON",2002-10-21,2002,294,62,2.1739981608587,232
"LEMON",2003-10-26,2003,299,67,1.49374021014761,232
"LEMON",2004-10-05,2004,279,47,1.1015990144235,232
"LEMON",2005-04-28,2005,118,-114,1.2662071032692,232
"LEMON",2006-09-01,2006,244,12,1.2243316048076,232
"LEMON",2007-04-07,2007,97,-135,1.10834798959993,232
"LEMON",2008-10-02,2008,276,44,1.08341060786236,232
"LEMON",2009-08-17,2009,229,-3,1.01491283516932,232
"LEMON",2010-10-18,2010,291,59,0.670028019079418,232
"LEMON",2011-08-20,2011,232,0,1.21890501837566,232
"LEMON",2012-09-14,2012,258,26,0.814650890979541,232
"LEMON",2013-10-20,2013,293,61,1.37570875266363,232
"LEMON",2014-09-28,2014,271,39,1.11463050882981,232
"LEMON",2015-09-29,2015,272,40,1.28753670226873,232
"LEMON",2016-05-02,2016,123,-109,1.27905399894282,232
"LEMON",2017-10-27,2017,300,68,1.50744620729022,232
"LEMON",2018-10-15,2018,288,56,1.48586704553236,232
"LEMON",2019-09-21,2019,264,32,1.37924869936356,232
"LEMON",2020-10-05,2020,279,47,1.83896441288938,232
"LEMON",2021-08-13,2021,225,-7,1.25105851808665,232
"LEMON",2022-03-22,2022,81,-151,0.1865087942449,232
"MARGUERITE_2",2004-08-01,2004,214,67,1.24434652597464,147
"MARGUERITE_2",2005-04-30,2005,120,-27,2.9285818025298,147
"MARGUERITE_2",2006-06-26,2006,177,30,4.08441652106564,147
"MARGUERITE_2",2007-08-06,2007,218,71,5.73595687730966,147
"MARGUERITE_2",2008-07-31,2008,213,66,6.75382968605003,147
"MARGUERITE_2",2009-06-19,2009,170,23,4.97071073741204,147
"MARGUERITE_2",2010-06-13,2010,164,17,4.27833979069486,147
"MARGUERITE_2",2011-06-15,2011,166,19,3.06467277390505,147
"MARGUERITE_2",2012-04-21,2012,112,-35,4.82885615604314,147
"MARGUERITE_2",2013-05-27,2013,147,0,4.82348069929598,147
"MARGUERITE_2",2014-07-02,2014,183,36,6.91874817806262,147
"MARGUERITE_2",2015-07-02,2015,183,36,4.90787711208668,147
"MARGUERITE_2",2016-07-19,2016,201,54,4.18010568633141,147
"MARGUERITE_2",2017-06-13,2017,164,17,2.14918022076683,147
"MARGUERITE_2",2018-08-31,2018,243,96,3.60807227762862,147
"MARGUERITE_2",2019-08-16,2019,228,81,7.95414457099145,147
"MARGUERITE_2",2020-05-10,2020,131,-16,3.89848144787916,147
"MARGUERITE_2",2021-08-21,2021,233,86,1.15078060546461,147
"MARGUERITE_2",2022-05-22,2022,142,-5,4.23909616316622,147
"MATANUSKA",2000-09-26,2000,270,78,0.276318297249864,192
"MATANUSKA",2001-06-29,2001,180,-12,0.210429151034834,192
"MATANUSKA",2002-05-01,2002,121,-71,0.318392024609101,192
"MATANUSKA",2003-10-04,2003,277,85,0.368377224782417,192
"MATANUSKA",2004-05-08,2004,129,-63,0.436786949277422,192
"MATANUSKA",2005-05-01,2005,121,-71,0.37186135705066,192
"MATANUSKA",2006-10-11,2006,284,92,0.296146456412304,192
"MATANUSKA",2007-09-10,2007,253,61,0.171029594006282,192
"MATANUSKA",2008-08-29,2008,242,50,0.0526483687806143,192
"MATANUSKA",2009-05-03,2009,123,-69,0.376590614357174,192
"MATANUSKA",2010-05-31,2010,151,-41,0.276655274689362,192
"MATANUSKA",2011-05-29,2011,149,-43,0.271400697252774,192
"MATANUSKA",2012-09-21,2012,265,73,0.489032014406091,192
"MATANUSKA",2013-05-31,2013,151,-41,0.319702112619055,192
"MATANUSKA",2014-05-06,2014,126,-66,0.288120476621808,192
"MATANUSKA",2015-06-01,2015,152,-40,0.0922728034454434,192
"MATANUSKA",2016-09-13,2016,257,65,0.260419664115042,192
"MATANUSKA",2017-06-10,2017,161,-31,0.0783442512253936,192
"MATANUSKA",2018-06-11,2018,162,-30,0.175271065669484,192
"MATANUSKA",2019-08-17,2019,229,37,0.196573853633351,192
"MATANUSKA",2020-05-17,2020,138,-54,0.205036290618078,192
"MATANUSKA",2021-04-28,2021,118,-74,0.211530982984267,192
"MATANUSKA",2022-04-30,2022,120,-72,0.0442005726764426,192
"MENDENHALL",2000-10-13,2000,287,66,0.424604072976745,221
"MENDENHALL",2001-09-14,2001,257,36,0.307181719981825,221
"MENDENHALL",2002-10-22,2002,295,74,0.875612002472313,221
"MENDENHALL",2003-10-27,2003,300,79,0.529571500293786,221
"MENDENHALL",2004-04-04,2004,95,-126,0.385785089477082,221
"MENDENHALL",2005-04-28,2005,118,-103,0.679169622141089,221
"MENDENHALL",2006-09-29,2006,272,51,0.532566190396755,221
"MENDENHALL",2007-07-13,2007,194,-27,0.365187764551501,221
"MENDENHALL",2008-10-02,2008,276,55,0.461944037519198,221
"MENDENHALL",2009-08-18,2009,230,9,0.443375292372179,221
"MENDENHALL",2010-03-03,2010,62,-159,0.291436193513713,221
"MENDENHALL",2011-07-21,2011,202,-19,0.458775471308013,221
"MENDENHALL",2012-09-14,2012,258,37,0.269804203300105,221
"MENDENHALL",2013-10-26,2013,299,78,0.50369747617916,221
"MENDENHALL",2014-07-11,2014,192,-29,0.512249680557532,221
"MENDENHALL",2015-10-23,2015,296,75,0.464207421411397,221
"MENDENHALL",2016-04-08,2016,99,-122,0.553989645751725,221
"MENDENHALL",2017-05-23,2017,143,-78,0.481603787717796,221
